"grant_name","AGRI","ARTS","BIOC","CENG","CHEM","COMP","DENT","EART","ENER","ENGI","ENVI","IMMU","MATE","MATH","MEDI","MULT","NEUR","NURS","PHAR","PHYS","PSYC","SOCI","VETE"
"Earmarked Fund for Modern Agro-industry Technology Research System",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Natural Science Foundation of Zhejiang Province",0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"Opening Project of Zhejiang Provincial Top Key Discipline of Pharmaceutical Sciences",0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"Norges Idrettshøgskole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"Korea Institute of Energy Technology Evaluation and Planning",0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0
"Ministry of Trade, Industry and Energy",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
"Faculty of Medicine Siriraj Hospital, Mahidol University",2,0,17,2,16,3,0,0,0,4,0,7,3,2,16,10,1,0,7,0,0,0,0
"Chosun University",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"Malaysia-Thailand Joint Authority",0,0,1,5,6,1,0,1,1,2,2,0,5,0,1,1,0,0,0,3,0,0,0
"National Research Foundation",0,0,1,1,1,0,0,0,0,2,2,0,1,0,3,0,0,0,3,0,0,1,0
"Higher Education Commision, Pakistan",4,0,1,1,0,0,0,0,0,2,5,0,0,1,0,0,0,0,2,0,0,0,0
"John Fell Fund, University of Oxford",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Secretaría Nacional de Ciencia, Tecnología e Innovación",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ministry of Health",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Carlsbergfondet",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Unitatea Executiva pentru Finantarea Invatamantului Superior, a Cercetarii, Dezvoltarii si Inovarii",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"European Social Fund",0,0,1,1,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
"Pécsi Tudományegyetem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Novo Nordisk Fonden",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Hospital for Sick Children",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Migraine Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Synchrotron Light Research Institute",0,0,2,4,6,0,0,0,2,2,2,0,11,0,1,0,0,0,0,12,0,0,0
"National Basic Research Program of China (973 Program)",0,0,3,0,2,0,0,2,4,5,2,0,9,1,1,1,0,0,0,3,0,1,0
"Danmarks Grundforskningsfond",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Department of Science and Technology, Ministry of Science and Technology",0,0,5,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,7,0,0,0
"Ministry of Education and Science of the Republic of Kazakhstan",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0
"Universitas Airlangga",4,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,1,0
"Chinese Arctic and Antarctic Administration",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Fondo Nacional de Desarrollo Científico, Tecnológico y de Innovación Tecnológica",0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"Ministerio de Economía, Industria y Competitividad, Gobierno de España",0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Japan Science and Technology Corporation",1,0,3,1,11,8,0,0,0,23,5,2,4,0,1,0,1,0,2,3,0,0,1
"Board of Research in Nuclear Sciences",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Monash University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Nagoya University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"University of Sydney",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"University of Tasmania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"University of Western Australia",0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,2,0,0,0,0,0,0,0
"State Administration of Traditional Chinese Medicine of the People's Republic of China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"University of the Ryukyus",3,0,2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"Academic Center for Education, Culture and Research",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Center for Alcohol Studies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0
"Gwangju Institute of Science and Technology",2,0,1,0,0,4,0,1,0,4,7,0,0,0,0,0,0,1,0,2,0,0,0
"Boehringer Ingelheim Stiftung",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Toray Industries",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"National Electronics and Computer Technology Center",4,0,4,0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0
"Naresuan University",0,1,1,1,4,3,0,0,0,2,2,2,3,0,4,0,0,0,3,3,0,1,1
"University of Melbourne",0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0
"Fundação Bial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Consejo Nacional de Innovación, Ciencia y Tecnología",0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0
"Isfahan University of Medical Sciences",0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0
"Nippon Foundation",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"Universiteit van Amsterdam",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Mae Fah Luang University",5,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"Suratthani Rajabhat University",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Institute of Research and Development, Rajamangala University of Technology Thanyaburi",1,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"British Medical Association",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Urmia University",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gunma University",0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tongji University",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Felix Scholarship",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
"Ministry of Education",3,0,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ministério da Ciência, Tecnologia e Inovação",0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"Christine Kühne – Center for Allergy Research and Education",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Servier",0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Council for Science and Technology Policy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ministry of Health, Labour and Welfare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Princess Takamatsu Cancer Research Fund",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SENSHIN Medical Research Foundation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Naval Research Board",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Technische Universiteit Delft",0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bauman Moscow State Technical University",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"National University of Singapore",0,0,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
"Korea National Institute of Health",0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
"Nagaoka University of Technology",0,0,0,1,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0
"British Ecological Society",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Consejo Nacional de Investigaciones Científicas y Técnicas",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Department of Electrical Engineering, Chulalongkorn University",30,5,43,14,51,25,8,16,12,45,33,20,24,7,71,35,9,8,21,19,1,18,12
"Sähkötekniikan Korkeakoulu, Aalto-yliopisto",0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Ministry of Education – Kingdom of Saudi Arabi",2,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0
"Hirosaki University",0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Central Mechanical Engineering Research Institute, Council of Scientific and Industrial Research",0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Università degli Studi di Firenze",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suranaree University of Technology",6,0,5,0,10,0,0,0,0,6,1,2,7,0,0,1,0,0,2,4,0,0,0
"Faculty of Medicine, Chiang Mai University",3,0,3,0,3,1,0,0,0,0,7,1,4,0,12,2,1,0,2,0,0,0,1
"Tabriz University of Medical Sciences",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Tohoku University",0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0
"Royal Society of New Zealand",9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Masarykova Univerzita",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Science and Technology Development Center, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,0,0
"Indian Council of Agricultural Research",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tokyo Metropolitan University",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"Department of Health and Ageing, Australian Government",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Canadian Association of Gastroenterology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Bộ Giáo dục và Ðào tạo",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"International Atomic Energy Agency",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,2,0,0,0
"Vrije Universiteit Brussel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Faculty of Allied Health Sciences, Chulalongkorn University",32,5,46,14,49,17,9,16,10,40,33,20,23,5,71,35,9,8,21,17,2,18,12
"Faculty of Science, Chulalongkorn University",37,5,46,18,53,17,8,17,10,40,33,21,26,5,70,35,9,8,21,19,1,19,12
"Petroleum and Petrochemical College, Chulalongkorn University",30,5,43,20,51,17,8,16,10,42,35,20,30,5,70,35,9,8,21,18,1,18,12
"Svenskt Vatten",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Akademie Věd České Republiky",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Thailand Science Research and Innovation",36,2,34,22,35,6,6,4,25,35,48,26,44,10,42,18,10,0,11,19,0,6,17
"Council for Science, Technology and Innovation",0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,0,0
"STMicroelectronics",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bureau of Policy and Strategy, Ministry of Public Health",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
"Natural Science Foundation of Shaanxi Province",0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"European Society of Intensive Care Medicine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Fundación Cardioinfantil - Instituto de Cardiología",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"European Society of Cardiology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Instituto de Salud Carlos III",0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0,1
"University of Phayao",0,0,2,4,4,1,0,4,0,0,0,0,4,0,4,1,3,0,1,0,0,0,0
"Udenrigsministeriet",1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"The Ministry of Economic Affairs and Employment",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Australian Biological Resources Study",6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Medical Research Council Canada",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Department of Biotechnology, Ministry of Science and Technology, India",0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
"Universiti Teknologi Malaysia",6,0,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"Universiti Malaysia Perlis",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Aarhus Universitets Forskningsfond",0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Biodiversity-Based Economy Development Office",4,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"Fundamental Research Funds for the Central Universities",1,0,2,2,1,0,0,0,2,2,0,0,5,0,1,0,0,0,1,1,0,2,0
"Shanxi Provincial Key Research and Development Project",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guangzhou Institute of Geochemistry, Chinese Academy of Sciences",0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kurita Water and Environment Foundation",0,0,0,0,0,0,0,0,1,2,10,0,0,0,1,0,0,0,0,0,0,0,0
"Changhua Christian Hospital",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"National Yang-Ming University",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"Xi’an Jiaotong University",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"Cheng Hsin General Hospital Foundation",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"Center of Excellence for Biodiversity Management",13,0,1,0,0,0,0,3,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0
"Faculty of Tropical Medicine, Mahidol University",0,0,6,2,16,2,0,0,0,4,0,7,3,2,12,4,0,0,4,0,0,0,0
"Keimyung University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"European Academy of Neurology",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1
"Economy and Environment Program for Southeast Asia",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Australian Rotary Health",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Multiple Sclerosis Research Australia",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Beyond Blue",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0
"Cancer Council Queensland",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Icelandic Centre for Research",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Institute of Postgraduate Studies, Universiti Sains Malaysia",0,0,0,0,0,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0
"Ipsen",0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0
"Fondo Nacional de Desarrollo Científico y Tecnológico",2,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,1,2,2,0,0
"Chubu University",0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weihai Science and Technology Development Program",1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Association of Southeast Asian Nations",2,0,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0
"Berlin Institute of Health",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sasol",0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Uniwersytet Medyczny w Bialymstoku",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Kyoto University Education and Research Foundation",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"National Institute of Animal Science",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Center of Excellence for Innovation in Chemistry",4,0,7,2,4,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1
"Xiangya Hospital, Central South University",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Fujian Provincial Health Commission",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Tangshan Science and Technology Bureau",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Chinese Society of Clinical Oncology",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Universidad Politécnica de Madrid",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Universiti Teknologi Petronas",2,0,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"Ministério da Educação e Ciência",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Association for Progressive Communications",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Universitas Hasanuddin",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Universiti Sains Malaysia",2,0,0,2,1,3,0,0,2,4,2,0,0,0,1,0,1,0,0,0,0,1,0
"Deutscher Akademischer Austauschdienst",1,1,2,1,0,0,0,1,0,0,1,1,0,0,3,0,2,0,0,0,0,1,0
"Uniwersytet Jana Kochanowskiego w Kielcach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Science for Equity, Empowerment and Development Division",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Agencia Estatal de Investigación",0,0,0,0,6,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
"Western University",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Comissão Nacional de Energia Nuclear",0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"Teadmistepõhise Ehituse Tippkeskus ZEBE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"National University Research Fund of China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ministry of Science and ICT, South Korea",2,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"Norsk Revmatikerforbund",0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Australian Respiratory Council",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Youth Innovation Promotion Association of the Chinese Academy of Sciences",1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Instituto Chico Mendes de Conservação da Biodiversidade",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Program for Jilin University Science and Technology Innovative Research Team",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chung-Ang University",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agentúra na Podporu Výskumu a Vývoja",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austrian Institute of Technology",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"National Social Science Fund Youth Project",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"King Saud University",3,0,3,0,2,1,0,0,0,1,1,2,1,0,3,0,0,0,0,2,0,0,0
"Natural Science Foundation of Hebei Province",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"Erasmus Universitair Medisch Centrum Rotterdam",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Javna Agencija za Raziskovalno Dejavnost RS",0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faculty of Medical Science, Naresuan University",1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,1
"Pibulsongkram Rajabhat University",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Comisión Nacional de Investigación Científica y Tecnológica",2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0
"Dongguk University",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Centre for Research on Intermediality, University of Montreal",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kaohsiung Medical University Chung-Ho Memorial Hospital",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Aoyama Gakuin University",0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0
"Rajamangala University of Technology Lanna",0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0
"Daimler und Benz Stiftung",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OeAD-GmbH",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natural Science Foundation of Shandong Province",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Light Metal Educational Foundation",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
"Research Promotion and Technology Transfer Center",0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Taipei Veterans General Hospital",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Research Grants Council, University Grants Committee",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Department of Families, Housing, Community Services and Indigenous Affairs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ministry of Science and Technology, Israel",0,0,1,3,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0
"Excellent Young Talents Fund Program of Higher Education Institutions of Anhui Province",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Key Scientific Research Project of Colleges and Universities in Henan Province",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mushroom Research Foundation",0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0
"European Commission",0,0,1,3,3,2,0,0,0,2,2,1,2,0,3,0,2,0,3,5,1,0,0
"Medicinska fakulteten, Umeå Universitet",0,3,1,0,0,0,0,0,0,0,0,2,0,0,14,1,0,0,1,0,0,2,0
"Bijzonder Onderzoeksfonds UGent",0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"WWF-Thailand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
"Tokyo Medical and Dental University",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"Food and Health Bureau",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Center of Excellence on Petrochemical and Materials Technology",0,0,5,7,7,0,0,1,1,6,1,0,11,0,0,0,0,0,0,2,0,0,0
"Ministry of the Environment, Government of Japan",0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Singapore University of Technology and Design",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Singapore Police Force",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BT Group",0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Alzheimer Nadační Fond",1,4,1,3,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,3,0
"Department of Biotechnology, Government of West Bengal",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Periyar University",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Kementerian Sumber Asli dan Alam Sekitar",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Department of National Parks, Wildlife and Plant Conservation",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Asean University Network",0,1,0,1,0,2,0,1,1,7,1,0,0,0,0,0,0,0,0,1,0,2,0
"Jacobs Research Funds",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Centre of Excellence for Electromaterials Science, Australian Research Council",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Muséum National d'Histoire Naturelle",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
