grant_name,AGRI,ARTS,BIOC,CENG,CHEM,COMP,DENT,EART,ENER,ENGI,ENVI,IMMU,MATE,MATH,MEDI,MULT,NEUR,NURS,PHAR,PHYS,PSYC,SOCI,VETE,cluster
Arthur und Aenne Feindt Stiftung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Ministério da Saúde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Myer Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Health Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Forskningsrådet för Arbetsliv och Socialvetenskap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Vetenskapsrådet,1,1,1,2,5,3,0,2,7,10,5,1,20,6,4,3,0,0,0,8,0,1,0,-1
Fundação de Amparo à Pesquisa do Estado de Minas Gerais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
China Medical University Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"Department of Health, Australian Government",2,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,-1
University of Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Canadian Institutes of Health Research,0,0,1,1,4,1,0,0,0,0,0,1,0,0,9,1,0,0,0,0,2,0,0,-1
Programme Grants for Applied Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Svenska Läkaresällskapet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Stiftelsen för Kunskaps- och Kompetensutveckling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Royal Swedish Academy of Sciences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Core Research for Evolutional Science and Technology,2,0,5,0,1,0,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,0,0,-1
Universiti Kebangsaan Malaysia,0,0,1,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,-1
National High-tech Research and Development Program,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Southwest Petroleum University,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Faculty of Pharmacy and Pharmaceutical Sciences, University of Alberta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
National Medical Research Council,0,0,10,0,1,0,0,0,0,2,0,3,2,0,7,2,1,0,0,1,0,0,0,-1
Biotechnology and Biological Sciences Research Council,0,0,1,1,2,0,0,0,0,0,0,2,2,0,4,1,0,0,4,0,0,0,1,-1
Ipsen Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13
Kaohsiung Medical University,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,-1
Health Systems Research Institute,5,0,26,0,4,1,6,0,0,2,3,12,1,0,72,7,7,0,10,0,0,0,4,-1
International Development Research Centre,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,-1
Osaka University,0,0,3,0,0,0,0,0,0,4,1,1,2,0,2,0,0,0,0,2,0,0,0,-1
Earmarked Fund for Modern Agro-industry Technology Research System,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14
Natural Science Foundation of Zhejiang Province,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
Opening Project of Zhejiang Provincial Top Key Discipline of Pharmaceutical Sciences,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-1
Norges Idrettshøgskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,13
Korea Institute of Energy Technology Evaluation and Planning,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0
"Ministry of Trade, Industry and Energy",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0
"Faculty of Medicine Siriraj Hospital, Mahidol University",2,0,17,2,16,3,0,0,0,4,0,7,3,2,16,10,1,0,7,0,0,0,0,-1
Chosun University,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Malaysia-Thailand Joint Authority,0,0,1,5,6,1,0,1,1,2,2,0,5,0,1,1,0,0,0,3,0,0,0,-1
National Research Foundation,0,0,1,1,1,0,0,0,0,2,2,0,1,0,3,0,0,0,3,0,0,1,0,-1
"Higher Education Commision, Pakistan",4,0,1,1,0,0,0,0,0,2,5,0,0,1,0,0,0,0,2,0,0,0,0,-1
"John Fell Fund, University of Oxford",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Secretaría Nacional de Ciencia, Tecnología e Innovación",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Ministry of Health,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
Carlsbergfondet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
"Unitatea Executiva pentru Finantarea Invatamantului Superior, a Cercetarii, Dezvoltarii si Inovarii",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
European Social Fund,0,0,1,1,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,-1
Pécsi Tudományegyetem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Novo Nordisk Fonden,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
Hospital for Sick Children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
Migraine Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
Synchrotron Light Research Institute,0,0,2,4,6,0,0,0,2,2,2,0,11,0,1,0,0,0,0,12,0,0,0,-1
National Basic Research Program of China (973 Program),0,0,3,0,2,0,0,2,4,5,2,0,9,1,1,1,0,0,0,3,0,1,0,-1
Danmarks Grundforskningsfond,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
"Department of Science and Technology, Ministry of Science and Technology",0,0,5,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,7,0,0,0,-1
Ministry of Education and Science of the Republic of Kazakhstan,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,-1
Universitas Airlangga,4,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,1,0,-1
Chinese Arctic and Antarctic Administration,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12
"Fondo Nacional de Desarrollo Científico, Tecnológico y de Innovación Tecnológica",0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"Ministerio de Economía, Industria y Competitividad, Gobierno de España",0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16
Japan Science and Technology Corporation,1,0,3,1,11,8,0,0,0,23,5,2,4,0,1,0,1,0,2,3,0,0,1,-1
Board of Research in Nuclear Sciences,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14
Monash University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
Nagoya University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
University of Sydney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
University of Tasmania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
University of Western Australia,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,2,0,0,0,0,0,0,0,-1
State Administration of Traditional Chinese Medicine of the People's Republic of China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
University of the Ryukyus,3,0,2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,-1
"Academic Center for Education, Culture and Research",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Center for Alcohol Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,-1
Gwangju Institute of Science and Technology,2,0,1,0,0,4,0,1,0,4,7,0,0,0,0,0,0,1,0,2,0,0,0,-1
Boehringer Ingelheim Stiftung,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1
Toray Industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
National Electronics and Computer Technology Center,4,0,4,0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,-1
Naresuan University,0,1,1,1,4,3,0,0,0,2,2,2,3,0,4,0,0,0,3,3,0,1,1,-1
University of Melbourne,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,-1
Fundação Bial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
"Consejo Nacional de Innovación, Ciencia y Tecnología",0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,-1
Isfahan University of Medical Sciences,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0,3
Nippon Foundation,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,-1
Universiteit van Amsterdam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
Mae Fah Luang University,5,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,-1
Suratthani Rajabhat University,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"Institute of Research and Development, Rajamangala University of Technology Thanyaburi",1,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-1
British Medical Association,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Urmia University,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gunma University,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
Tongji University,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Felix Scholarship,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,-1
Ministry of Education,3,0,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
"Ministério da Ciência, Tecnologia e Inovação",0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Christine Kühne – Center for Allergy Research and Education,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
Servier,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
Council for Science and Technology Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"Ministry of Health, Labour and Welfare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Princess Takamatsu Cancer Research Fund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
SENSHIN Medical Research Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Naval Research Board,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14
Technische Universiteit Delft,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
Bauman Moscow State Technical University,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
National University of Singapore,0,0,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,-1
Korea National Institute of Health,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,-1
Nagaoka University of Technology,0,0,0,1,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,-1
British Ecological Society,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Consejo Nacional de Investigaciones Científicas y Técnicas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Department of Electrical Engineering, Chulalongkorn University",30,5,43,14,51,25,8,16,12,45,33,20,24,7,71,35,9,8,21,19,1,18,12,18
"Sähkötekniikan Korkeakoulu, Aalto-yliopisto",0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,19
Ministry of Education – Kingdom of Saudi Arabi,2,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,-1
Hirosaki University,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
"Central Mechanical Engineering Research Institute, Council of Scientific and Industrial Research",0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-1
Università degli Studi di Firenze,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Suranaree University of Technology,6,0,5,0,10,0,0,0,0,6,1,2,7,0,0,1,0,0,2,4,0,0,0,-1
"Faculty of Medicine, Chiang Mai University",3,0,3,0,3,1,0,0,0,0,7,1,4,0,12,2,1,0,2,0,0,0,1,-1
Tabriz University of Medical Sciences,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
Tohoku University,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,-1
Royal Society of New Zealand,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14
Masarykova Univerzita,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7
"Science and Technology Development Center, Ministry of Education",2,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,0,0,-1
Indian Council of Agricultural Research,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Tokyo Metropolitan University,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,-1
"Department of Health and Ageing, Australian Government",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
Canadian Association of Gastroenterology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Bộ Giáo dục và Ðào tạo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
International Atomic Energy Agency,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,2,0,0,0,10
Vrije Universiteit Brussel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
"Faculty of Allied Health Sciences, Chulalongkorn University",32,5,46,14,49,17,9,16,10,40,33,20,23,5,71,35,9,8,21,17,2,18,12,18
"Faculty of Science, Chulalongkorn University",37,5,46,18,53,17,8,17,10,40,33,21,26,5,70,35,9,8,21,19,1,19,12,18
"Petroleum and Petrochemical College, Chulalongkorn University",30,5,43,20,51,17,8,16,10,42,35,20,30,5,70,35,9,8,21,18,1,18,12,18
Svenskt Vatten,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Akademie Věd České Republiky,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1
Thailand Science Research and Innovation,36,2,34,22,35,6,6,4,25,35,48,26,44,10,42,18,10,0,11,19,0,6,17,18
"Council for Science, Technology and Innovation",0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,0,0,0
STMicroelectronics,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Bureau of Policy and Strategy, Ministry of Public Health",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4
Natural Science Foundation of Shaanxi Province,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17
European Society of Intensive Care Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Fundación Cardioinfantil - Instituto de Cardiología,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
European Society of Cardiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Instituto de Salud Carlos III,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0,1,-1
University of Phayao,0,0,2,4,4,1,0,4,0,0,0,0,4,0,4,1,3,0,1,0,0,0,0,-1
Udenrigsministeriet,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14
The Ministry of Economic Affairs and Employment,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1
Australian Biological Resources Study,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Medical Research Council Canada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
"Department of Biotechnology, Ministry of Science and Technology, India",0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,-1
Universiti Teknologi Malaysia,6,0,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,-1
Universiti Malaysia Perlis,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Aarhus Universitets Forskningsfond,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1
Biodiversity-Based Economy Development Office,4,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,-1
Fundamental Research Funds for the Central Universities,1,0,2,2,1,0,0,0,2,2,0,0,5,0,1,0,0,0,1,1,0,2,0,-1
Shanxi Provincial Key Research and Development Project,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"Guangzhou Institute of Geochemistry, Chinese Academy of Sciences",0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
Kurita Water and Environment Foundation,0,0,0,0,0,0,0,0,1,2,10,0,0,0,1,0,0,0,0,0,0,0,0,-1
Changhua Christian Hospital,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
National Yang-Ming University,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Xi’an Jiaotong University,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Cheng Hsin General Hospital Foundation,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Center of Excellence for Biodiversity Management,13,0,1,0,0,0,0,3,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,-1
"Faculty of Tropical Medicine, Mahidol University",0,0,6,2,16,2,0,0,0,4,0,7,3,2,12,4,0,0,4,0,0,0,0,-1
Keimyung University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
European Academy of Neurology,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,-1
Economy and Environment Program for Southeast Asia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Australian Rotary Health,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
Multiple Sclerosis Research Australia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
Beyond Blue,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,-1
Cancer Council Queensland,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
Icelandic Centre for Research,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1
"Institute of Postgraduate Studies, Universiti Sains Malaysia",0,0,0,0,0,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,-1
Ipsen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,5
Fondo Nacional de Desarrollo Científico y Tecnológico,2,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,1,2,2,0,0,-1
Chubu University,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Weihai Science and Technology Development Program,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
Association of Southeast Asian Nations,2,0,1,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,-1
Berlin Institute of Health,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
Sasol,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
Uniwersytet Medyczny w Bialymstoku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Kyoto University Education and Research Foundation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
National Institute of Animal Science,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Center of Excellence for Innovation in Chemistry,4,0,7,2,4,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,-1
"Xiangya Hospital, Central South University",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Fujian Provincial Health Commission,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Tangshan Science and Technology Bureau,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Chinese Society of Clinical Oncology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Universidad Politécnica de Madrid,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Universiti Teknologi Petronas,2,0,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,-1
Ministério da Educação e Ciência,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
Association for Progressive Communications,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
Universitas Hasanuddin,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
Universiti Sains Malaysia,2,0,0,2,1,3,0,0,2,4,2,0,0,0,1,0,1,0,0,0,0,1,0,-1
Deutscher Akademischer Austauschdienst,1,1,2,1,0,0,0,1,0,0,1,1,0,0,3,0,2,0,0,0,0,1,0,-1
Uniwersytet Jana Kochanowskiego w Kielcach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"Science for Equity, Empowerment and Development Division",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,-1
Agencia Estatal de Investigación,0,0,0,0,6,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1
Western University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
Comissão Nacional de Energia Nuclear,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,-1
Teadmistepõhise Ehituse Tippkeskus ZEBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
National University Research Fund of China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"Ministry of Science and ICT, South Korea",2,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,16
Norsk Revmatikerforbund,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16
Australian Respiratory Council,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Youth Innovation Promotion Association of the Chinese Academy of Sciences,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1
Instituto Chico Mendes de Conservação da Biodiversidade,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Program for Jilin University Science and Technology Innovative Research Team,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Chung-Ang University,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Agentúra na Podporu Výskumu a Vývoja,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Austrian Institute of Technology,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
National Social Science Fund Youth Project,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17
King Saud University,3,0,3,0,2,1,0,0,0,1,1,2,1,0,3,0,0,0,0,2,0,0,0,-1
Natural Science Foundation of Hebei Province,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Erasmus Universitair Medisch Centrum Rotterdam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
Javna Agencija za Raziskovalno Dejavnost RS,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"Faculty of Medical Science, Naresuan University",1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,1,-1
Pibulsongkram Rajabhat University,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
Comisión Nacional de Investigación Científica y Tecnológica,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,-1
Dongguk University,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Centre for Research on Intermediality, University of Montreal",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
Kaohsiung Medical University Chung-Ho Memorial Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Aoyama Gakuin University,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0
